glyph_name,ps_name,USV,DesignerOrder,fonts,bcp47tags,OTLang,Feat
noonabove-ar,uni06E8,06E8,1193,SHL,,,
rhombusStopbelow-ar,uni06EA,06EA,1195,SHL,,,
rhombusStopabove-ar,uni06EB,06EB,1196,SHL,,,
dotStopabove-ar,uni06EC,06EC,1197,SHL,,,
meembelow-ar,uni06ED,06ED,1198,SHL,,,
zero-ar,uni0660,0660,1199,SHLM,,,
zero-ar.medium,uni0660.medium,,1200,SHLM,,,
zero-ar.small,uni0660.small,,1201,SHLM,,,
one-ar,uni0661,0661,1202,SHLM,,,
one-ar.medium,uni0661.medium,,1203,SHLM,,,
one-ar.small,uni0661.small,,1204,SHLM,,,
two-ar,uni0662,0662,1205,SHLM,,,
two-ar.medium,uni0662.medium,,1206,SHLM,,,
two-ar.small,uni0662.small,,1207,SHLM,,,
three-ar,uni0663,0663,1208,SHLM,,,
three-ar.medium,uni0663.medium,,1209,SHLM,,,
three-ar.small,uni0663.small,,1210,SHLM,,,
four-ar,uni0664,0664,1211,SHLM,,,
four-ar.medium,uni0664.medium,,1212,SHLM,,,
four-ar.small,uni0664.small,,1213,SHLM,,,
five-ar,uni0665,0665,1214,SHLM,,,
five-ar.medium,uni0665.medium,,1215,SHLM,,,
five-ar.small,uni0665.small,,1216,SHLM,,,
six-ar,uni0666,0666,1217,SHLM,,,
six-ar.medium,uni0666.medium,,1218,SHLM,,,
six-ar.small,uni0666.small,,1219,SHLM,,,
seven-ar,uni0667,0667,1220,SHLM,,,
seven-ar.medium,uni0667.medium,,1221,SHLM,,,
seven-ar.small,uni0667.small,,1222,SHLM,,,
eight-ar,uni0668,0668,1223,SHLM,,,
eight-ar.medium,uni0668.medium,,1224,SHL,,,
eight-ar.small,uni0668.small,,1225,SHL,,,
nine-ar,uni0669,0669,1226,SHLM,,,
nine-ar.medium,uni0669.medium,,1227,SHLM,,,
nine-ar.small,uni0669.small,,1228,SHLM,,,
zero-persian,uni06F0,06F0,1229,SHL,,,
zero-persian.medium,uni06F0.medium,,1230,SHL,,,
zero-persian.small,uni06F0.small,,1231,SHL,,,
one-persian,uni06F1,06F1,1232,SHL,,,
one-persian.medium,uni06F1.medium,,1233,SHL,,,
one-persian.small,uni06F1.small,,1234,SHL,,,
two-persian,uni06F2,06F2,1235,SHL,,,
two-persian.medium,uni06F2.medium,,1236,SHL,,,
two-persian.small,uni06F2.small,,1237,SHL,,,
three-persian,uni06F3,06F3,1238,SHL,,,
three-persian.medium,uni06F3.medium,,1239,SHL,,,
three-persian.small,uni06F3.small,,1240,SHL,,,
four-persian,uni06F4,06F4,1241,SHL,,,
four-persian.medium,uni06F4.medium,,1242,SHL,,,
four-persian.small,uni06F4.small,,1243,SHL,,,
four-persian.urdu,uni06F4.urdu,,1244,SHL,ur,URD,cv82=2
four-persian.urdu.medium,uni06F4.urdu.medium,,1245,SHL,ur,URD,
four-persian.urdu.small,uni06F4.urdu.small,,1246,SHL,ur,URD,
five-persian,uni06F5,06F5,1250,SHL,,,
five-persian.medium,uni06F5.medium,,1251,SHL,,,
five-persian.small,uni06F5.small,,1252,SHL,,,
six-persian,uni06F6,06F6,1253,SHL,,,
six-persian.medium,uni06F6.medium,,1254,SHL,,,
six-persian.small,uni06F6.small,,1255,SHL,,,
six-persian.urdu,uni06F6.urdu,,1256,SHL,"sd,ur,rhg","SND,URD","cv82=1,2,4"
six-persian.urdu.medium,uni06F6.urdu.medium,,1257,SHL,"sd,ur,rhg","SND,URD",
six-persian.urdu.small,uni06F6.urdu.small,,1258,SHL,"sd,ur,rhg","SND,URD",
seven-persian,uni06F7,06F7,1259,SHL,,,
seven-persian.medium,uni06F7.medium,,1260,SHL,,,
seven-persian.small,uni06F7.small,,1261,SHL,,,
seven-persian.urdu,uni06F7.urdu,,1262,SHL,"sd,ur,rhg","SND,URD","cv82=1,2,4"
seven-persian.urdu.medium,uni06F7.urdu.medium,,1263,SHL,"sd,ur,rhg","SND,URD",
seven-persian.urdu.small,uni06F7.urdu.small,,1264,SHL,"sd,ur,rhg","SND,URD",
eight-persian,uni06F8,06F8,1265,SHL,,,
eight-persian.medium,uni06F8.medium,,1266,SHL,,,
eight-persian.small,uni06F8.small,,1267,SHL,,,
nine-persian,uni06F9,06F9,1268,SHL,,,
nine-persian.medium,uni06F9.medium,,1269,SHL,,,
nine-persian.small,uni06F9.small,,1270,SHL,,,
fullstop-ar,uni06D4,06D4,1271,SHL,,,
comma-ar,uni060C,060C,1272,*,,,
comma-ar.downward,uni060C.downward,,1273,*,,,cv84=1
semicolon-ar,uni061B,061B,1274,SHLM,,,
semicolon-ar.downward,uni061B.downward,,1275,SHLM,,,cv84=1
mark-ar,uni061C,061C,1276,*,,,invs
question-ar,uni061F,061F,1277,*,,,
percent-ar,uni066A,066A,1278,*,,,
number-ar,uni0600,0600,1279,SH,,,
number-ar.2,uni0600.2,,1280,SH,,,
number-ar.3,uni0600.3,,1281,SH,,,
decimalseparator-ar,uni066B,066B,1282,*,,,
thousandseparator-ar,uni066C,066C,1283,SHLM,,,
asterisk-ar,uni066D,066D,1284,SHLM,,,
parenleft-ar,uniFD3E,FD3E,1285,*,,,
parenright-ar,uniFD3F,FD3F,1286,*,,,
year-ar,uni0601,0601,1287,SH,,,
year-ar.2,uni0601.2,,1288,SH,,,
year-ar.3,uni0601.3,,1289,SH,,,
year-ar.4,uni0601.4,,1290,SH,,,
footnotemarker-ar,uni0602,0602,1291,SH,,,
footnotemarker-ar.2,uni0602.2,,1292,SH,,,
pagenumber-ar,uni0603,0603,1293,SH,,,
pagenumber-ar.2,uni0603.2,,1294,SH,,,
pagenumber-ar.3,uni0603.3,,1295,SH,,,
pagenumber-ar.4,uni0603.4,,1296,SH,,,
samvat-ar,uni0604,0604,1297,SH,,,
samvat-ar.2,uni0604.2,,1298,SH,,,
samvat-ar.3,uni0604.3,,1299,SH,,,
samvat-ar.4,uni0604.4,,1300,SH,,,
perthousand-ar,uni0609,0609,1308,SH,,,
pertenthousand-ar,uni2031,060A,1309,SH,,,
afghani-ar,uni060B,060B,1310,SH,,,
endofayah-ar,uni06DD,06DD,1317,*,,,
endofayah-ar.2,uni06DD.2,,1318,*,,,
endofayah-ar.3,uni06DD.3,,1319,*,,,
endofayah-ar.alt,uni06DD.alt,,1320,SHL,,,cv80=1
endofayah-ar.altB,uni06DD.altB,,1321,SHL,,,cv80=2
endofayah-ar.alt.2,uni06DD.alt.2,,1322,SHL,,,
endofayah-ar.alt.3,uni06DD.alt.3,,1323,SHL,,,
endofayah-ar.altB.2,uni06DD.altB.2,,1324,SHL,,,
endofayah-ar.altB.3,uni06DD.altB.3,,1325,SHL,,,
toneonedotabove-ar,uni08EA,08EA,1333,SH,,,
tonetwodotsabove-ar,uni08EB,08EB,1334,SH,,,
toneloopabove-ar,uni08EC,08EC,1335,SH,,,
toneonedotbelow-ar,uni08ED,08ED,1336,SH,,,
tonetwodotsbelow-ar,uni08EE,08EE,1337,SH,,,
toneloopbelow-ar,uni08EF,08EF,1338,SH,,,
openfathatan-ar,uni08F0,08F0,1339,SH,,,
opendammatan-ar,uni08F1,08F1,1340,SH,,,
openkasratan-ar,uni08F2,08F2,1341,SH,,,
highwaw-ar,uni08F3,08F3,1342,SH,,,
fathaRing-ar,uni08F4,08F4,1343,SH,,,
fathaDotabove-ar,uni08F5,08F5,1344,SH,,,
kasraDotbelow-ar,uni08F6,08F6,1345,SH,,,
leftarrowheadabove-ar,uni08F7,08F7,1346,SH,,,
rightarrowheadabove-ar,uni08F8,08F8,1347,SH,,,
leftarrowheadbelow-ar,uni08F9,08F9,1348,SH,,,
rightarrowheadbelow-ar,uni08FA,08FA,1349,SH,,,
doublerightarrowheadabove-ar,uni08FB,08FB,1350,SH,,,
doublerightarrowheadDotabove-ar,uni08FC,08FC,1351,SH,,,
rightarrowheadDotabove-ar,uni08FD,08FD,1352,SH,,,
marksidewaysnoonghunna-ar,uni08FF,08FF,1354,SHL,,,# cv92=1
damma_meem-ar,uni064F_uni0645,064F 0645,1355,SH,,,
fatha_meem-ar,uni064E_uni0645,064E 0645,1356,SH,,,
hamza_damma-ar,uni0621_uni064F,0621 064F,1357,SHL,,,
hamza_damma-ar.short,uni0621_uni064F.short,,1358,SH,,,cv70=2
hamza_fatha-ar,uni0621_uni064E,0621 064E,1360,SHL,,,
kasra_meem-ar,uni0650_uni0645,0650 0645,1361,SH,,,
shadda_alef-ar,uni0651_uni0627,0651 0627,1362,SHLM,,,
shadda_fathatan-ar,uni0651_uni064B,0651 064B,1363,SHLM,,,
shadda_dammatan-ar,uni0651_uni064C,0651 064C,1364,SHLM,,,
shadda_dammatan-ar.sixNine,uni0651_uni064C.sixNine,,1365,SH,,,cv72=1
shadda_kasratan-ar,uni0651_uni064D,0651 064D,1366,SHLM,"sd,ur","SND,URD",cv62
shadda_fatha-ar,uni0651_uni064E,0651 064E,1367,SHLM,,,
shadda_damma-ar,uni0651_uni064F,0651 064F,1368,SHLM,,,
shadda_damma-ar.short,uni0651_uni064F.short,,1369,SH,,,cv70=2
shadda_kasra-ar,uni0651_uni0650,0651 0650,1371,SHLM,"sd,ur","SND,URD",cv62
enquad,uni2000,2000,1372,*,,,
emquad,uni2001,2001,1373,*,,,
enspace,uni2002,2002,1374,*,,,
emspace,uni2003,2003,1375,*,,,
threeperemspace,uni2004,2004,1376,*,,,
fourperemspace,uni2005,2005,1377,*,,,
sixperemspace,uni2006,2006,1378,*,,,
figurespace,uni2007,2007,1379,*,,,
punctuationspace,uni2008,2008,1380,*,,,
thinspace,uni2009,2009,1381,*,,,
hairspace,uni200A,200A,1382,*,,,
zerowidthspace,uni200B,200B,1383,*,,,
zerowidthnonjoiner,uni200C,200C,1384,*,,,invs
zerowidthjoiner,uni200D,200D,1385,*,,,invs
zeroWidthNoBreakSpace,uniFEFF,FEFF,1386,*,,,
lefttorightmark,uni200E,200E,1387,*,,,invs
righttoleftmark,uni200F,200F,1388,*,,,invs
nonbreakinghyphen,uni2011,2011,1389,*,,,
figuredash,figuredash,2012,1390,*,,,
endash,endash,2013,1391,*,,,
emdash,emdash,2014,1392,*,,,
horizontalbar,uni2015,2015,1393,*,,,
quoteleft,quoteleft,2018,1394,*,,,
quoteright,quoteright,2019,1396,*,,,
quotesinglbase,quotesinglbase,201A,1398,*,,,
quotedblleft,quotedblleft,201C,1399,*,,,
quotedblright,quotedblright,201D,1401,*,,,
quotedblbase,quotedblbase,201E,1403,*,,,
dagger,dagger,2020,1404,*,,,
daggerdbl,daggerdbl,2021,1405,*,,,
bullet,bullet,2022,1406,*,,,
ellipsis,ellipsis,2026,1407,*,,,
hyphenationpoint,uni2027,2027,1408,*,,,
lineseparator,uni2028,2028,1409,*,,,
paragraphseparator,uni2029,2029,1410,*,,,
lefttorightembedding,uni202A,202A,1411,*,,,invs
righttoleftembedding,uni202B,202B,1412,*,,,invs
popdirectionalformatting,uni202C,202C,1413,*,,,invs
lefttorightoverride,uni202D,202D,1414,*,,,invs
righttoleftoverride,uni202E,202E,1415,*,,,invs
narrownbspace,uni202F,202F,1416,*,,,
perthousand,perthousand,2030,1417,*,,,
guilsinglleft,guilsinglleft,2039,1418,*,,,
guilsinglright,guilsinglright,203A,1419,*,,,
wordjoiner,uni2060,2060,1420,*,,,
lefttorightisolate,uni2066,2066,1421,*,,,invs
righttoleftisolate,uni2067,2067,1422,*,,,invs
firststrongisolate,uni2068,2068,1423,*,,,invs
popdirectionalisolate,uni2069,2069,1424,*,,,invs
inhibitformshaping-ar,uni206C,206C,1425,*,,,
activateformshaping-ar,uni206D,206D,1426,*,,,
euro,Euro,20AC,1427,*,,,
trademark,trademark,2122,1428,*,,,
minus,minus,2212,1429,*,,,
bulletoperator,uni2219,2219,1430,*,,,
dottedCircle,uni25CC,25CC,1433,*,,,
FontBslnSideBrngMrkrLft,FontBslnSideBrngMrkrLft,F130,1434,*,,,
FontBslnSideBrngMrkrRt,FontBslnSideBrngMrkrRt,F131,1435,*,,,
_bar,_bar,,1436,SHL,,,
_bar2,_bar2,,1437,SH,,,
_damma,_damma,,1438,SHL,,,
_dot1,_dot1,,1440,SHLM,,,
_dot1_hat,_dot1_hat,,1441,SHLM,,,
_dot1_smallV,_dot1_smallV,,1442,SHL,,,
_dot2h,_dot2h,,1444,SHLM,,,
_dot2v,_dot2v,,1446,SHLM,,,
_dot3d,_dot3d,,1447,SHLM,,,
_dot3h,_dot3h,,1448,SHL,,,
_dot3u,_dot3u,,1449,SHLM,,,
_dot4,_dot4,,1451,SHL,,,
_gafBar,_gafBar,,1454,SHLM,,,
_gafBarShort,_gafBarShort,,1458,SHM,,,
_hamza,_hamza,,1461,SHLM,,,
_hamzaDamma,_hamzaDamma,,1462,SHL,,,
_hat,_hat,,1464,SHL,,,
_highHamza,_highHamza,,1465,SHLM,,,
_invSmallV,_invSmallV,,1466,SHLM,,,
_madda,_madda,,1468,SHLM,,,
_madda.small,_madda.small,,1469,SH,,,
_meem,_meem,,1470,SH,,,
_noon,_noon,,1471,SH,,,
_ring,_ring,,1472,SHLM,,,
_smallV,_smallV,,1473,SHLM,,,
_tah,_tah,,1474,SHLM,,,
_teh,_teh,,1475,SH,,,
_vline,_vline,,1478,SHLM,,,
_wasla,_wasla,,1479,SHL,,,
