Name	Order	USV	Dir	shapeOrder	Fonts	base	above	below	center	ring	through	aboveLeft	MirrorGlyph	UnicodeVer	old name / commet	bcp47tags	OTLang	Feat
absHahTwoDotsVerticalAboveMed.hand	861		AL	598	H	absHahMed.hand	_dot2v											cv08=1
absNyehMed	862		AL	582	SHLM	absHahMed		_dot2h										
absNyehMed.hand	863		AL	599	H	absHahMed.hand		_dot2h										cv08=1
absDyehMed	864		AL	583	SHL	absHahMed		_dot2v										
absDyehMed.hand	865		AL	600	H	absHahMed.hand		_dot2v										cv08=1
absHahThreeDotsAboveMed	866		AL	584	SHL	absHahMed	_dot3u											
absHahThreeDotsAboveMed.hand	867		AL	601	H	absHahMed.hand	_dot3u											cv08=1
absTchehMed	868		AL	585	SHL	absHahMed		_dot3d										
absTchehMed.hand	869		AL	602	H	absHahMed.hand		_dot3d										cv08=1
absTchehehMed	870		AL	586	SL	absHahMed		_dot4										
absTchehDotAboveMed	871		AL	587	SHL	absHahMed	_dot1	_dot3d										
absTchehDotAboveMed.hand	872		AL	603	H	absHahMed.hand	_dot1	_dot3d										cv08=1
# absTchehRetro1Med	873		AL	1528	-	absHahMed	_tah	_dot3d										
absHahSmallTahTwoDotsMed	874		AL	588	SL	absHahMed		_dot2h_tah						5.1				
absHahSmallTahBelowMed	875		AL	589	SL	absHahMed		_tah						5.1				
# absJeemRetro2Med	876		AL	1529	-	absHahMed	_tah	_dot1										
absHahSmallTahAboveMed	877		AL	590	SL	absHahMed	_tah							5.1				
absHahTwoDotsAboveMed	878		AL	591	SHL	absHahMed	_dot2h											
absHahTwoDotsAboveMed.hand	879		AL	604	H	absHahMed.hand	_dot2h											cv08=1
absHahThreeDotsUpwardBelowMed	880		AL	592	H	absHahMed		_dot3u										
absHahThreeDotsUpBelowMed	880.1		AL	592	SL	absHahMed		_dot3u										
absHahThreeDotsUpwardBelowMed.hand	881		AL	605	H	absHahMed.hand		_dot3u										cv08=1
absHahDigitFourBelowMed	882		AL	593	S	absHahMed		_four						5.1				
absJeemTwoDotsAboveMed	883		AL	594	SH	absHahMed	_dot2h	_dot1						6.1				
absJeemTwoDotsAboveMed.hand	884		AL	606	H	absHahMed.hand	_dot2h	_dot1						6.1				cv08=1
absSeenMed	885		AL	640	*													
absSheenMed	886		AL	641	SHLM	absSeenMed	_dot3u											
absSeenDotBelowDotAboveMed	887		AL	642	SHL	absSeenMed	_dot1	_dot1										
absSeenThreeDotsBelowMed	888		AL	643	SHL	absSeenMed		_dot3d										
absSeenThreeDotsBelowThreeDotsAboveMed	889		AL	644	SHL	absSeenMed	_dot3u	_dot3d										
absSheenDotBelowMed	890		AL	645	SHL	absSeenMed	_dot3u	_dot1										
# absSheenRetro1Med	891		AL	1530	-	absSeenMed	_dot3u_tah											
absSeenSmallTahTwoDotsMed	892		AL	646	SL	absSeenMed	_dot2h_tah							5.1				
absSeenFourDotsAboveMed	893		AL	647	SL	absSeenMed	_dot4											
absSeenTwoVertAboveMed	894		AL	648	SHL	absSeenMed	_dot2v											
absSeenDigitFourAboveMed	895		AL	649	S	absSeenMed	_four							5.1				
absSeenInvertedVMed	896		AL	650	SH	absSeenMed	_hat							5.1				
absSadMed	897		AL	681	*													
absDadMed	898		AL	682	SHLM	absSadMed	_dot1											
absSadTwoDotsBelowMed	899		AL	683	SHL	absSadMed		_dot2h										
absSadThreeDotsAboveMed	900		AL	684	SHL	absSadMed	_dot3u											
absDadDotBelowMed	901		AL	685	SHL	absSadMed	_dot1	_dot1										
absSadThreeDotsBelowMed	902		AL	686	SH	absSadMed		_dot3d						7.0				
absTahMed	903		AL	699	*													
absZahMed	904		AL	700	SHLM	absTahMed	_dot1											
absTahThreeDotsAboveMed	905		AL	701	SHLM	absTahMed	_dot3u											
absTahTwoDotsAboveMed	906		AL	702	SH	absTahMed	_dot2h							6.1				
absAinMed	907		AL	727	*													
absGhainMed	908		AL	728	SHLM	absAinMed	_dot1											
absAinThreeDotsAboveMed	909		AL	729	SHLM	absAinMed	_dot3u											
absAinThreeDotsBelowMed	910		AL	730	S	absAinMed		_dot3d						8.0				
absGhainDotBelowMed	911		AL	731	SHL	absAinMed	_dot1	_dot1										
absAinTwoDotsAboveMed	912		AL	732	SHLM	absAinMed	_dot2h											
absAinThreeDotsDownAboveMed	913		AL	733	SHL	absAinMed	_dot3d											
absAinTwoDotsVertAboveMed	914		AL	734	SHL	absAinMed	_dot2v											
absFehMed	915		AL	777	SHLM	absDotlessFehMed	_dot1											
absDotlessFehMed	916		AL	776	*													
absAfricanFehMed	917		AL	779	SHM	absDotlessFehMed		_dot1						9.0				
absFehDotMovedBelowMed	918		AL	778	SHLM	absDotlessFehMed		_dot1										
absFehDotBelowMed	919		AL	780	SHL	absDotlessFehMed	_dot1	_dot1										
absVehMed	920		AL	781	SHLM	absDotlessFehMed	_dot3u											
absFehThreeDotsBelowMed	921		AL	782	SHL	absDotlessFehMed		_dot3d										
absPehehMed	922		AL	783	SL	absDotlessFehMed	_dot4											
absFehTwoDotsBelowMed	923		AL	784	SHLM	absDotlessFehMed		_dot2h										
absFehThreeDotsUpwardBelowMed	924		AL	785	H	absDotlessFehMed		_dot3u										
absFehThreeDotsUpBelowMed	924.1		AL	785	SL	absDotlessFehMed		_dot3u										
absFehDotBelowThreeDotsAboveMed	925		AL	786	SH	absDotlessFehMed	_dot3u	_dot1						6.1				
# absRohingyaYehMed	926		AL	787	-	absDotlessFehMed		_dot2h						not needed	absFehNoTailTwoDotsBelowMed			
absQafNoDotsMed	927		AL	788	*	absDotlessFehMed												
absAfricanQafMed	928		AL	791	SHM	absDotlessFehMed	_dot1							9.0				
absQafMed	929		AL	789	SHLM	absDotlessFehMed	_dot2h											
absQafDotAboveMed	930		AL	790	SHLM	absDotlessFehMed	_dot1											
absQafThreeDotsAboveMed	931		AL	792	SHLM	absDotlessFehMed	_dot3u											
absQafDotBelowMed	932		AL	793	SH	absDotlessFehMed	_dot2h	_dot1						6.1				
absKafMed	933		AL	866	*													
absKafDotAboveMed	934		AL	867	SHL	absKafMed	_dot1											
absKafDotBelowMed	935		AL	868	S	absKafMed		_dot1						8.0				
absNgMed	936		AL	869	SHLM	absKafMed	_dot3u											
absKafTwoDotsAboveMed	937		AL	870	SH	absKafMed	_dot2h							5.1				
absKafThreeDotsBelowMed	938		AL	871	SHL	absKafMed		_dot3d										
absKehehMed	939		AL	872	*	absKafMed												
absKafRingMed	940		AL	873	SL	absKafMed				_ring								
absGafMed	941		AL	874	SHLM	absKafMed	_gafBar											
absGafRingMed	942		AL	875	SL	absKafMed	_gafBar			_ring								
absNgoehMed	943		AL	876	SL	absKafMed	_gafBar_dot2h											
absGafTwoDotsBelowMed	944		AL	877	SL	absKafMed	_gafBar	_dot2h										
absGuehMed	945		AL	878	SL	absKafMed	_gafBar	_dot2v										
absGafThreeDotsAboveMed	946		AL	879	SL	absKafMed	_gafBar_dot3u											
absKehehDotAboveMed	947		AL	880	SHL	absKafMed	_dot1											
absKehehThreeDotsAboveMed	948		AL	881	SHLM	absKafMed	_dot3u											
absKehehThreeDotsUpwardBelowMed	949		AL	882	H	absKafMed		_dot3u										
absKehehThreeDotsUpBelowMed	949.1		AL	882	SL	absKafMed		_dot3u										
absKehehTwoDotsAboveMed	950		AL	883	SH	absKafMed	_dot2h							5.1				
absKehehThreeDotsBelowMed	951		AL	884	SH	absKafMed		_dot3d						5.1				
absGafInvertedStrokeMed	952		AL	885	S	absKafMed			_gafBarCenter					7.0				
absSwashKafMed	953		AL	889	*													
absLamMed	954		AL	911	*													
absLamSmallVMed	955		AL	912	SHL	absLamMed	_smallV											
absLamDotAboveMed	956		AL	913	SHL	absLamMed	_dot1											
absLamThreeDotsAboveMed	957		AL	914	SHL	absLamMed	_dot3u											
absLamThreeDotsBelowMed	958		AL	915	SHL	absLamMed		_dot3d										
# absLamRetroMed	959		AL	1531	-	absLamMed	_tah											
absLamBarMed	960		AL	916	SHL	absLamMed					_bar							
absLamDoubleBarMed	961		AL	917	SH	absLamMed					_bar2			6.1				
absMeemMed	962		AL	930	*													
absMeemDotAboveMed	963		AL	931	SHL	absMeemMed	_dot1											
absMeemDotBelowMed	964		AL	932	SHL	absMeemMed		_dot1										
absMeemThreeDotsAboveMed	965		AL	933	SH	absMeemMed	_dot3u							6.1				
absNoonMed	966		AL	1061	SHLM	absBehNoDotsMed	_dot1											
absNoonDotBelowMed	967		AL	1063	SHL	absBehNoDotsMed	_dot1	_dot1										
absNoonGhunnaMed	968		AL	1064	SHLM	absBehNoDotsMed												
absAfricanNoonMed	969		AL	1062	SHM	absBehNoDotsMed	_dot1							9.0				
absRnoonMed	970		AL	1065	SL	absBehNoDotsMed	_tah											
absNoonRingMed	971		AL	1066	SL	absBehNoDotsMed	_dot1			_ring								
absNoonThreeDotsAboveMed	972		AL	1067	SHL	absBehNoDotsMed		_dot3d										
absNoonTwoDotsBelowMed	973		AL	1068	SHLM	absBehNoDotsMed	_dot1	_dot2h										
absNoonRetroMed	974		AL	1069	SL	absBehNoDotsMed	_dot1_tah											
absNoonSmallVMed	975		AL	1070	SHL	absBehNoDotsMed	_dot1_smallV											
absHehDoachashmeeMed	976		AL	989	SL													
absHehHatMed	977		AL	987	SL	absHehMed.knottedHigh	_hat											
absHehMed	978		AL	990	SHLM	absHehDoachashmeeMed												
absHehMed.hooked	979		AL	995	SL	absHehGoalMed									Urdu			cv48=2
absHehMed.knottedHigh	980		AL	988	SL										Sindhi			"cv48=1,3"
# absHehYehAboveMed	981		AL	991	-	absHehMed	_hamza								unneeded -- char is R-linking			
absHehGoalMed	982		AL	994	SL													
absHehGoalHamzaAboveMed	983		AL	996	SL	absHehGoalMed	_hamza											
absYehBarreeDigitTwoAboveIni	984		AL	1017	S	absBehNoDotsIni	_two	_dot2h						5.1				
absYehBarreeDigitThreeAboveIni	985		AL	1018	S	absBehNoDotsIni	_three	_dot2h						5.1				
absYehHamzaAboveIni	986		AL	1019	SHLM	absBehNoDotsIni	_hamza											
absYehIni	987		AL	1020	SHLM	absBehNoDotsIni		_dot2h										
absYehIni.noDots	988		AL	1005	SHLM	absBehNoDotsIni												
absHighHamzaYehIni	989		AL	1021	SL	absBehNoDotsIni	_highHamza											
absFarsiYehIni	990		AL	1022	SHLM	absBehNoDotsIni		_dot2h										
absFarsiYehDigitTwoAboveIni	991		AL	1023	S	absBehNoDotsIni	_two	_dot2h						5.1				
absFarsiYehDigitThreeAboveIni	992		AL	1024	S	absBehNoDotsIni	_three	_dot2h						5.1				
absFarsiYehInvertedVIni	993		AL	1025	SHL	absBehNoDotsIni	_hat	_dot2h						5.1				
absFarsiYehTwoDotsAboveIni	994		AL	1026	SH	absBehNoDotsIni	_dot2h	_dot2h						5.1				
absFarsiYehThreeDotsAboveIni	995		AL	1027	SH	absBehNoDotsIni	_dot3u	_dot2h						5.1				
absYehSmallVIni	996		AL	1028	SHL	absBehNoDotsIni	_smallV	_dot2h										
absEIni	997		AL	1029	SHLM	absBehNoDotsIni		_dot2v										
absYehThreeDotsBelowIni	998		AL	1030	SHLM	absBehNoDotsIni		_dot3d										
absFarsiYehDigitFourBelowIni	999		AL	1031	S	absBehNoDotsIni		_four						5.1				
absAlefMaksuraIni	1000		AL	1006	SHLM	absBehNoDotsIni												
absKashmiriYehIni	1001		AL	1032	S	absBehNoDotsIni				_ring				6.0				
absYehTwoDotsBelowHamzaAboveIni	1002		AL	1033	SHM	absBehNoDotsIni	_hamza	_dot2h						6.1				
absYehTwoDotsBelowNoonAboveIni	1003		AL	1034	SH	absBehNoDotsIni	_noon	_dot2h						9.0				
absYehTwoDotsBelowDotAboveIni	1004		AL	1035	SHM	absBehNoDotsIni	_dot1	_dot2h						6.1				
absBehNoDotsIni	1005		AL	1004	*													
absBehIni	1006		AL	1036	SHLM	absBehNoDotsIni		_dot1										
absTehIni	1007		AL	1037	SHLM	absBehNoDotsIni	_dot2h											
absThehIni	1008		AL	1038	SHLM	absBehNoDotsIni	_dot3u											
absTtehIni	1009		AL	1039	SL	absBehNoDotsIni	_tah											
absTtehehIni	1010		AL	1040	SHL	absBehNoDotsIni	_dot2v											
absBeehIni	1011		AL	1041	SHLM	absBehNoDotsIni		_dot2v										
absTehRingIni	1012		AL	1042	SL	absBehNoDotsIni	_dot2h			_ring								
absTehThreeDotsAboveDownwardsIni	1013		AL	1043	SHL	absBehNoDotsIni	_dot3d											
absPehIni	1014		AL	1044	SHLM	absBehNoDotsIni		_dot3d										
absPehSmallMeemAboveIni	1015		AL	1045	S	absBehNoDotsIni	_meem	_dot3d						9.0				
absTehehIni	1016		AL	1046	SL	absBehNoDotsIni	_dot4											
absBehehIni	1017		AL	1047	SL	absBehNoDotsIni		_dot4										
absBehThreeDotsHorizBelowIni	1018		AL	1048	SHL	absBehNoDotsIni		_dot3h										
absBehThreeDotsAboveDotBelowIni	1019		AL	1049	SHL	absBehNoDotsIni	_dot3u	_dot1										
absBehThreeDotsUpwardBelowIni	1020		AL	1050	H	absBehNoDotsIni		_dot3u										
absBehThreeDotsUpBelowIni	1020.1		AL	1050	SL	absBehNoDotsIni		_dot3u										
absBehTwoDotsAboveThreeDotsUpwardBelowIni	1021		AL	1051	H	absBehNoDotsIni	_dot2h	_dot3u										
absBehTwoDotsAboveThreeDotsUpBelowIni	1021.1		AL	1051	SL	absBehNoDotsIni	_dot2h	_dot3u										
absBehDotAboveTwoDotsBelowIni	1022		AL	1052	SHL	absBehNoDotsIni	_dot1	_dot2h										
absBehInvSmallVBelowIni	1023		AL	1053	SHLM	absBehNoDotsIni		_invSmallV										
absBehSmallVAboveIni	1024		AL	1054	SHLM	absBehNoDotsIni	_smallV											
absBehSmallVBelowIni	1025		AL	1055	SHM	absBehNoDotsIni		_smallV						6.1				
absBehHamzaAboveIni	1026		AL	1056	SHM	absBehNoDotsIni	_hamza	_dot1						7.0				
absBehSmallMeemAboveIni	1027		AL	1057	SH	absBehNoDotsIni	_meem	_dot1						9.0				
absBehNoDotsTehAboveIni	1027.1		AL	1057.1	S	absBehNoDotsIni	_teh							9.0				
absJeemIni	1028		AL	560	SHLM	absHahIni		_dot1										
absHahIni	1029		AL	559	*													
absKhahIni	1030		AL	561	SHLM	absHahIni	_dot1											
absHahHamzaAboveIni	1031		AL	562	SL	absHahIni	_hamza											
absHahTwoDotsVerticalAboveIni	1032		AL	563	SHL	absHahIni	_dot2v											
absNyehIni	1033		AL	564	SHLM	absHahIni		_dot2h										
absDyehIni	1034		AL	565	SHL	absHahIni		_dot2v										
absHahThreeDotsAboveIni	1035		AL	566	SHL	absHahIni	_dot3u											
absTchehIni	1036		AL	567	SHL	absHahIni		_dot3d										
absTchehehIni	1037		AL	568	SL	absHahIni		_dot4										
absTchehDotAboveIni	1038		AL	569	SHL	absHahIni	_dot1	_dot3d										
# absTchehRetro1Ini	1039		AL	1532	-	absHahIni	_tah	_dot3d										
absHahSmallTahTwoDotsIni	1040		AL	570	SL	absHahIni		_dot2h_tah						5.1				
absHahSmallTahBelowIni	1041		AL	571	SL	absHahIni		_tah						5.1				
# absJeemRetro2Ini	1042		AL	1533	-	absHahIni	_tah	_dot1										
absHahSmallTahAboveIni	1043		AL	572	SL	absHahIni	_tah							5.1				
absHahTwoDotsAboveIni	1044		AL	573	SHL	absHahIni	_dot2h											
absHahThreeDotsUpwardBelowIni	1045		AL	574	H	absHahIni		_dot3u										
absHahThreeDotsUpBelowIni	1045.1		AL	574	SL	absHahIni		_dot3u										
absHahDigitFourBelowIni	1046		AL	575	S	absHahIni		_four						5.1				
absJeemTwoDotsAboveIni	1047		AL	576	SH	absHahIni	_dot2h	_dot1						6.1				
absSeenIni	1048		AL	629	*													
absSheenIni	1049		AL	630	SHLM	absSeenIni	_dot3u											
absSeenDotBelowDotAboveIni	1050		AL	631	SHL	absSeenIni	_dot1	_dot1										
absSeenThreeDotsBelowIni	1051		AL	632	SHL	absSeenIni		_dot3d										
absSeenThreeDotsBelowThreeDotsAboveIni	1052		AL	633	SHL	absSeenIni	_dot3u	_dot3d										
absSheenDotBelowIni	1053		AL	634	SHL	absSeenIni	_dot3u	_dot1										
# absSheenRetro1Ini	1054		AL	1534	-	absSeenIni	_dot3u_tah											
absSeenSmallTahTwoDotsIni	1055		AL	635	SL	absSeenIni	_dot2h_tah							5.1				
absSeenFourDotsAboveIni	1056		AL	636	SL	absSeenIni	_dot4											
absSeenTwoVertAboveIni	1057		AL	637	SHL	absSeenIni	_dot2v											
absSeenDigitFourAboveIni	1058		AL	638	S	absSeenIni	_four							5.1				
absSeenInvertedVIni	1059		AL	639	SH	absSeenIni	_hat							5.1				
absSadIni	1060		AL	675	*													
absDadIni	1061		AL	676	SHLM	absSadIni	_dot1											
absSadTwoDotsBelowIni	1062		AL	677	SHL	absSadIni		_dot2h										
absSadThreeDotsAboveIni	1063		AL	678	SHL	absSadIni	_dot3u											
absDadDotBelowIni	1064		AL	679	SHL	absSadIni	_dot1	_dot1										
absSadThreeDotsBelowIni	1065		AL	680	SH	absSadIni		_dot3d						7.0				
absTahIni	1066		AL	695	*													
absZahIni	1067		AL	696	SHLM	absTahIni	_dot1											
absTahThreeDotsAboveIni	1068		AL	697	SHLM	absTahIni	_dot3u											
absTahTwoDotsAboveIni	1069		AL	698	SH	absTahIni	_dot2h							6.1				
absAinIni	1070		AL	719	*													
absGhainIni	1071		AL	720	SHLM	absAinIni	_dot1											
absAinThreeDotsAboveIni	1072		AL	721	SHLM	absAinIni	_dot3u											
absAinThreeDotsBelowIni	1073		AL	722	S	absAinIni		_dot3d						8.0				
absGhainDotBelowIni	1074		AL	723	SHL	absAinIni	_dot1	_dot1										
absAinTwoDotsAboveIni	1075		AL	724	SHLM	absAinIni	_dot2h											
absAinThreeDotsDownAboveIni	1076		AL	725	SHL	absAinIni	_dot3d											
absAinTwoDotsVertAboveIni	1077		AL	726	SHL	absAinIni	_dot2v											
absFehIni	1078		AL	758	SHLM	absDotlessFehIni	_dot1											
absDotlessFehIni	1079		AL	757	*													
absAfricanFehIni	1080		AL	760	SHM	absDotlessFehIni		_dot1						9.0				
absFehDotMovedBelowIni	1081		AL	759	SHLM	absDotlessFehIni		_dot1										
absFehDotBelowIni	1082		AL	761	SHL	absDotlessFehIni	_dot1	_dot1										
absVehIni	1083		AL	762	SHLM	absDotlessFehIni	_dot3u											
absFehThreeDotsBelowIni	1084		AL	763	SHL	absDotlessFehIni		_dot3d										
absPehehIni	1085		AL	764	SL	absDotlessFehIni	_dot4											
absFehTwoDotsBelowIni	1086		AL	765	SHLM	absDotlessFehIni		_dot2h										
absFehThreeDotsUpwardBelowIni	1087		AL	766	H	absDotlessFehIni		_dot3u										
absFehThreeDotsUpBelowIni	1087.1		AL	766	SL	absDotlessFehIni		_dot3u										
absFehDotBelowThreeDotsAboveIni	1088		AL	767	SH	absDotlessFehIni	_dot3u	_dot1						6.1				
# absRohingyaYehIni	1089		AL	768	-									not needed	absFehNoTailTwoDotsBelowIni			
absQafNoDotsIni	1090		AL	769	*	absDotlessFehIni												
absAfricanQafIni	1091		AL	772	SHM	absDotlessFehIni	_dot1							9.0				
absQafIni	1092		AL	770	SHLM	absDotlessFehIni	_dot2h											
absQafDotAboveIni	1093		AL	771	SHLM	absDotlessFehIni	_dot1											
absQafThreeDotsAboveIni	1094		AL	773	SHLM	absDotlessFehIni	_dot3u											
absQafDotBelowIni	1095		AL	774	SH	absDotlessFehIni	_dot2h	_dot1						6.1				
absKafIni	1096		AL	846	*													
absKafDotAboveIni	1097		AL	847	SHL	absKafIni	_dot1											
absKafDotBelowIni	1098		AL	848	S	absKafIni		_dot1						8.0				
absNgIni	1099		AL	849	SHLM	absKafIni	_dot3u											
absKafTwoDotsAboveIni	1100		AL	850	SH	absKafIni	_dot2h							5.1				
absKafThreeDotsBelowIni	1101		AL	851	SHL	absKafIni		_dot3d										
absKehehIni	1102		AL	852	*	absKafIni												
absKafRingIni	1103		AL	853	SL	absKafIni				_ring								
absGafIni	1104		AL	854	SHLM	absKafIni	_gafBarShort											
absGafRingIni	1105		AL	855	SL	absKafIni	_gafBarShort			_ring								
absNgoehIni	1106		AL	856	SL	absKafIni	_gafBarShort_dot2h											
absGafTwoDotsBelowIni	1107		AL	857	SL	absKafIni	_gafBarShort	_dot2h										
absGuehIni	1108		AL	858	SL	absKafIni	_gafBarShort	_dot2v										
absGafThreeDotsAboveIni	1109		AL	859	SL	absKafIni	_gafBarShort_dot3u											
absKehehDotAboveIni	1110		AL	860	SHL	absKafIni	_dot1											
absKehehThreeDotsAboveIni	1111		AL	861	SHLM	absKafIni	_dot3u											
absKehehThreeDotsUpwardBelowIni	1112		AL	862	H	absKafIni		_dot3u										
absKehehThreeDotsUpBelowIni	1112.1		AL	862	SL	absKafIni		_dot3u										
absKehehTwoDotsAboveIni	1113		AL	863	SH	absKafIni	_dot2h							5.1				
absKehehThreeDotsBelowIni	1114		AL	864	SH	absKafIni		_dot3d						5.1				
absGafInvertedStrokeIni	1115		AL	865	S	absKafIni			_gafBarCenter					7.0				
absSwashKafIni	1116		AL	888	*													
absLamIni	1117		AL	904	*													
absLamSmallVIni	1118		AL	905	SHL	absLamIni	_smallV											
absLamDotAboveIni	1119		AL	906	SHL	absLamIni	_dot1											
absLamThreeDotsAboveIni	1120		AL	907	SHL	absLamIni	_dot3u											
absLamThreeDotsBelowIni	1121		AL	908	SHL	absLamIni		_dot3d										
# absLamRetroIni	1122		AL	1535	-	absLamIni	_tah											
absLamBarIni	1123		AL	909	SHL	absLamIni					_bar							
absLamDoubleBarIni	1124		AL	910	SH	absLamIni					_bar2			6.1				
absMeemIni	1125		AL	926	*													
absMeemDotAboveIni	1126		AL	927	SHL	absMeemIni	_dot1											
absMeemDotBelowIni	1127		AL	928	SHL	absMeemIni		_dot1										
absMeemThreeDotsAboveIni	1128		AL	929	SH	absMeemIni	_dot3u							6.1				
absNoonIni	1129		AL	1007	SHLM	absBehNoDotsIni	_dot1											
absNoonDotBelowIni	1130		AL	1009	SHL	absBehNoDotsIni	_dot1	_dot1										
absNoonGhunnaIni	1131		AL	1010	SHLM	absBehNoDotsIni												
absAfricanNoonIni	1132		AL	1008	SHM	absBehNoDotsIni	_dot1							9.0				
absRnoonIni	1133		AL	1011	SL	absBehNoDotsIni	_tah											
absNoonRingIni	1134		AL	1012	SL	absBehNoDotsIni	_dot1			_ring								
absNoonThreeDotsAboveIni	1135		AL	1013	SHL	absBehNoDotsIni		_dot3d										
absNoonTwoDotsBelowIni	1136		AL	1014	SHLM	absBehNoDotsIni	_dot1	_dot2h										
absNoonRetroIni	1137		AL	1015	SL	absBehNoDotsIni	_dot1_tah											
absNoonSmallVIni	1138		AL	1016	SHL	absBehNoDotsIni	_dot1_smallV											
absHehDoachashmeeIni	1139		AL	978	SL													
absHehHatIni	1140		AL	979	SL	absHehDoachashmeeIni	_hat											
absHehIni	1141		AL	980	SHLM	absHehDoachashmeeIni												
absHehIni.hooked	1142		AL	998	SL	absHehGoalIni									Urdu			
# absHehYehAboveIni	1143		AL	981	-	absHehDoachashmeeIni	_hamza								unneeded -- char is R-linking			
absHehGoalIni	1144		AL	997	SL													
absHehGoalHamzaAboveIni	1145		AL	999	SL	absHehGoalIni	_hamza											
absHighHamza	1146	0674	AL	1153	SHLM													
absSmallWaw	1147	06E5	AL	1154	SHL													
absSmallYeh	1148	06E6	AL	1155	SHL													
absLowAlef	1149	08AD	AL	1156	S									7.0				
absFathatan	1150	064B	NSM	1157	*													
absDammatan	1151	064C	NSM	1158	*													
absDammatan.sixNine	1152		NSM	1159	SHL										Sindhi			cv72=1
absKasratan	1153	064D	NSM	1160	*													
absKasratan.lowered	1154		NSM	1161	SHM										Exact same glyph as absKasratan -- needed for OT logic			
absFatha	1155	064E	NSM	1162	*													
absDamma	1156	064F	NSM	1163	*													
absDamma.short	1157		NSM	1164	SH													cv70=1
absDamma.filled	1158		NSM	1165	SL													cv70=2
absKasra	1159	0650	NSM	1166	*													
absKasra.lowered	1160		NSM	1167	SHM										Exact same glyph as absKasra -- needed for OT logic			
absShadda	1161	0651	NSM	1168	*													
absSukun	1162	0652	NSM	1169	*													
absSukun.downOpen	1163		NSM	1170	SHL													cv78=1
absSukun.leftOpen	1164		NSM	1171	SHL	absShortVowelMark												cv78=2
absMaddahAbove	1165	0653	NSM	1172	*													
absMaddahAbove.small	1166		NSM	1173	SH													cv60=1
absHamzaAbove	1167	0654	NSM	1174	SHLM													
absHamzaBelow	1168	0655	NSM	1175	SHLM													
absSubscriptAlef	1169	0656	NSM	1176	SHLM													
absUltaPesh	1170	0657	NSM	1177	SHL													
absUltaPesh.open	1171		NSM	1178	S													cv74=1
absNoonGhunnaMark	1172	0658	NSM	1179	SHL													
absZwarakay	1173	0659	NSM	1180	SL													
absVowelSmallV	1174	065A	NSM	1181	SHLM													
absVowelInvSmallV	1175	065B	NSM	1182	SHLM													
absVowelDotBelow	1176	065C	NSM	1183	SHLM													
absReversedDamma	1177	065D	NSM	1184	SHL													
absTurnedDammaBelow	1178	08E3	NSM	1185	S									8.0				
absFathaTwoDots	1179	065E	NSM	1186	SHL													
absWavyHamzaBelow	1180	065F	NSM	1187	S									6.0				
absSuperscriptAlef	1181	0670	NSM	1188	SHLM													
# absSuperscriptAlef.left	1182		NSM	1189	-										unused?			
absSuperscriptAlef.large	1183		NSM	1190	SHL													cv76=2
absCurlyFatha	1184	08E4	NSM	1191	S									6.1				
absCurlyFathatan	1185	08E7	NSM	1192	S									6.1				
absCurlyDamma	1186	08E5	NSM	1193	S									6.1				
absCurlyDammatan	1187	08E8	NSM	1194	S									6.1				
absCurlyKasra	1188	08E6	NSM	1195	S									6.1				
absCurlyKasratan	1189	08E9	NSM	1196	S									6.1				
absTone1DotAbove	1190	08EA	NSM	1197	SH									6.1				
absTone2DotsAbove	1191	08EB	NSM	1198	SH									6.1				
absToneLoopAbove	1192	08EC	NSM	1199	SH									6.1				
absTone1DotBelow	1193	08ED	NSM	1200	SH									6.1				
absTone2DotsBelow	1194	08EE	NSM	1201	SH									6.1				
absToneLoopBelow	1195	08EF	NSM	1202	SH									6.1				
absFathaRing	1196	08F4	NSM	1203	SH									6.1				
absFathaDotAbove	1197	08F5	NSM	1204	SH									6.1				
absKasraDotBelow	1198	08F6	NSM	1205	SH									6.1				
absLeftArrowheadAbove	1199	08F7	NSM	1206	SH									6.1				
absRightArrowheadAbove	1200	08F8	NSM	1207	SH									6.1				
absLeftArrowheadBelow	1201	08F9	NSM	1208	SH									6.1				
absRightArrowheadBelow	1202	08FA	NSM	1209	SH									6.1				
absDoubleRightArrowheadAbove	1203	08FB	NSM	1210	SH									6.1				
absDoubleRightArrowheadAboveDot	1204	08FC	NSM	1211	SH									6.1				
absRightArrowheadAboveDot	1205	08FD	NSM	1212	SH									6.1				
absDammaDot	1206	08FE	NSM	1213	S									6.1				
absSmallHighSadLamAlefMaksura	1207	06D6	NSM	1214	SHL													
absSmallHighQafLamAlefMaksura	1208	06D7	NSM	1215	SHL													
absSmallHighMeemInitialForm	1209	06D8	NSM	1216	SHL													
absSmallHighLamAlef	1210	06D9	NSM	1217	SHL													
absSmallHighJeem	1211	06DA	NSM	1218	SHL													
absSmallHighThreeDots	1212	06DB	NSM	1219	SHL													
absSmallHighSeen	1213	06DC	NSM	1220	SHL													
absSmallHighRoundedZero	1214	06DF	NSM	1221	SHL													
absSmallHighUprightRectangularZero	1215	06E0	NSM	1222	SHL													
absSmallHighDotlessHeadOfKhah	1216	06E1	NSM	1223	SL													cv92
absSmallHighMeemIsolatedForm	1217	06E2	NSM	1224	SHL													
absSmallLowSeen	1218	06E3	NSM	1225	SHL													
absSmallHighMadda	1219	06E4	NSM	1226	SHL													
absSmallHighYeh	1220	06E7	NSM	1227	SHLM													
